5103	x	5103	xn	O
valsts	n	valsts	ncfsg6	O
zemesgabaliem	n	zemesgabals	n_mpd1	O
,	z	,	zc	O
kuru	p	kurš	pq0msa_	O
kopējā	a	kopējs	armsgyp	O
pārdošanas	n	pārdošana	n_fsg_	O
cena	n	cena	ncfsn4	O
sastāda	v	sastādīt	v_nip_330an	O
201,17	x	201,17	xn	sum
miljonu	m	miljons	mcsmpgm	sum
latu	n	lats	ncmpg1	sum
,	z	,	zc	O
no	s	no	sppdy	O
tiem	p	tas	pd3mpd_	O
98,11	x	98,11	xn	sum
miljonu	m	miljons	mcsmpgm	sum
latu	n	lats	ncmpg1	sum
naudā	n	nauda	ncfsl4	O
,	z	,	zc	O
bet	c	bet	ccs	O
103,06	x	103,06	xn	sum
miljoni	m	miljons	mcsmpnm	sum
latu	n	lats	ncmpg1	sum
–	z	–	zd	O
īpašuma	n	īpašums	ncmsg1	O
kompensācijas	n	kompensācija	ncfsg4	O
sertifikātos	n	sertifikāts	n_mpl1	O
.	z	.	zs	O

Ieņēmumi	n	ieņēmums	ncmpn1	O
no	s	no	sppdy	O
šo	p	šis	pd3msa_	O
zemesgabalu	n	zemesgabals	n_mpg1	O
privatizācijas	n	privatizācija	n_fsg4	O
uz	s	uz	sppdy	O
2012.	x	2012.	xo	time
gada	n	gads	ncmsg1	time
30.	x	30.	xo	time
novembri	n	novembris	ncmsa2	time
bija	v	būt	vcnisii30an	O
190,71	x	190,71	xn	sum
miljons	m	miljons	mcsmsnm	sum
latu	n	lats	ncmpg1	sum
,	z	,	zc	O
no	s	no	sppdy	O
kuriem	p	kurš	pq0mpd_	O
92,67	x	92,67	xn	sum
miljoni	m	miljons	mcsmpnm	sum
latu	n	lats	ncmpg1	sum
bija	v	būt	vcnisii30an	O
naudā	n	nauda	ncfsl4	O
,	z	,	zc	O
bet	c	bet	ccs	O
98,04	x	98,04	xn	sum
miljoni	m	miljons	mcsmpnm	sum
latu	n	lats	ncmpg1	sum
īpašuma	n	īpašums	ncmsg1	O
kompensācijas	n	kompensācija	ncfsg4	O
sertifikātos	n	sertifikāts	n_mpl1	O
.	z	.	zs	O

No	s	no	sppdy	O
lielākajiem	a	liels	afmpdyc	O
valsts	n	valsts	ncfsg6	O
uzņēmumiem	n	uzņēmums	ncmpd1	O
,	z	,	zc	O
kurās	p	kura	pq0fpl_	O
PA	s	pa	sppdy	organization
ir	v	būt	vcnipii30an	O
valsts	n	valsts	ncfsg6	O
daļu	n	daļa	ncfsa4	O
pārvaldītājs	n	pārvaldītājs	ncmsn1	O
,	z	,	zc	O
ir	v	būt	vcnipii30an	O
"	z	"	zq	O
Citadele	n	citadele	ncfsn5	organization
"	z	"	zq	O
,	z	,	zc	O
"	z	"	zq	O
Reverta	n	Reverta	n_fsn_	organization
"	z	"	zq	O
,	z	,	zc	O
SIA	y	SIA	y	O
"	z	"	zq	O
Lattelecom	i	Lattelecom	i_	organization
"	z	"	zq	O
un	c	un	ccs	O
SIA	y	SIA	y	O
"	z	"	zq	O
Latvijas	n	Latvija	npfsg4	organization
Mobilais	a	mobils	afmsnyp	organization
telefons	n	telefons	ncmsn1	organization
"	z	"	zq	O
(	z	(	zb	O
LMT	y	LMT	y	organization
)	z	)	zb	O
.	z	.	zs	O

„	z	„	zq	O
Citadeles	n	citadele	ncfsg5	organization
”	z	”	zq	O
un	c	un	ccs	O
„	z	„	zq	O
Reverta	n	Reverta	n_fsn_	organization
”	z	”	zq	O
aktīvu	n	aktīvs	ncmpg1	O
realizācija	n	realizācija	ncfsn4	O
var	v	varēt	vonipt330an	O
notikt	v	notikt	vmnn0i1000n	O
līdz	s	līdz	sppdy	O
2017.	x	2017.	xo	time
gadam	n	gads	ncmsd1	time
,	z	,	zc	O
bet	c	bet	ccs	O
valdība	n	valdība	ncfsn4	O
pērn	r	pērn	r0t	O
EM	q	EM	q_	organization
uzdeva	v	uzdot	vmnisti30an	O
šā	p	šis	pd3msg_	O
gada	n	gads	ncmsg1	O
rudenī	n	rudens	ncmsl2	O
vēlreiz	r	vēlreiz	r0t	O
iesniegt	v	iesniegt	vmnn0t1000n	O
vērtējumus	n	vērtējums	ncmpa1	O
par	s	par	sppdn	O
turpmāko	a	turpma	a_fsay_	O
darbību	n	darbība	ncfsa4	O
ar	s	ar	sppdn	O
abu	p	abi	pg0mpg_	O
sabiedrību	n	sabiedrība	ncfpg4	O
kapitāldaļām	n	kapitāldaļa	n_fpd4	O
.	z	.	zs	O

Vai	q	vai	qs	O
šogad	r	šogad	r0t	O
būs	v	būt	vcnifii30an	O
īstais	a	īsts	armsnyp	O
brīdi	n	brīdis	ncmsv2	O
,	z	,	zc	O
lai	c	lai	css	O
pārdotu	v	pārdot	vmnc0ti00an	O
šo	p	šī	pd3fsa_	O
sabiedrību	n	sabiedrība	ncfsa4	O
daļas	n	daļa	ncfsg4	O
?	z	?	zs	O

Vai	q	vai	qs	O
kāds	p	kāds	pi0msn_	O
investors	n	investors	n_msn1	O
ir	v	būt	vcnipii30an	O
izrādījis	v	izrādīt	vmnpdmsnasn	O
interesi	n	interese	ncfsa5	O
par	s	par	sppdn	O
šo	p	šī	pd3fsa_	O
sabiedrību	n	sabiedrība	ncfpg4	O
kapitāldaļu	n	kapitāldaļa	n_fpg4	O
iegādi	n	iegāde	ncfsa5	O
?	z	?	zs	O

Nākamais	v	nākt	vmnpdmsnppy	O
konsultantu	n	konsultants	ncmpg1	profession
sagatavotais	v	sagatavot	vmnpdmsnpsy	O
ziņojums	n	ziņojums	ncmsn1	O
par	s	par	sppdn	O
situāciju	n	situācija	ncfsa4	O
finanšu	n	finanses	n_fdg5	O
tirgos	n	tirgus	ncmpl3	O
un	c	un	ccs	O
ieteikumiem	n	ieteikums	ncmpd1	O
„	z	„	zq	O
Citadeles	n	citadele	ncfsg5	organization
”	z	”	zq	O
pārdošanas	n	pārdošana	n_fsg_	O
procesa	n	process	ncmsg1	O
turpmākajai	a	turpma	a_fsdy_	O
virzībai	n	virzība	n_fsd4	O
valdībā	n	valdība	ncfsl4	O
tiks	v	tikt	vtnifi130an	O
iesniegts	v	iesniegt	vmnpdmsnpsn	O
šā	p	šis	pd3msg_	time
gada	n	gads	ncmsg1	time
maijā	n	Maija	npfsl4	time
,	z	,	zc	O
bet	c	bet	ccs	O
ziņojums	n	ziņojums	ncmsn1	O
par	s	par	sppdn	O
„	z	„	zq	O
Reverta	n	Reverta	n_fsn_	organization
”	z	”	zq	O
–	z	–	zd	O
šā	p	šis	pd3msg_	time
gada	n	gads	ncmsg1	time
rudenī	n	rudens	ncmsl2	time
.	z	.	zs	O

Par	s	par	sppdn	O
abu	p	abi	pg0mpg_	O
uzņēmumu	n	uzņēmums	ncmpg1	O
kapitāldaļu	n	kapitāldaļa	n_fsa4	O
pārdošanas	n	pārdošana	n_fsg_	O
virzību	n	virzība	n_fsa4	O
varēs	v	varēt	vonift330an	O
runāt	v	runāt	vmnn0t2000n	O
pēc	s	pēc	sppdy	O
tam	p	tas	pd3msd_	O
,	z	,	zc	O
kad	r	kad	r0t	O
to	p	tas	pd3msa_	O
būs	v	būt	vcnifii30an	O
skatījusi	v	skatīt	vmnpdfsnasn	O
valdība	n	valdība	ncfsn4	O
.	z	.	zs	O

Cerams	v	cerēt	vmnpdmsnppn	O
,	z	,	zc	O
ka	c	ka	css	O
„	z	„	zq	O
Citadeles	n	citadele	ncfsg5	organization
”	z	”	zq	O
2012.	x	2012.	xo	time
gada	n	gads	ncmsg1	time
finanšu	n	finanses	n_fdg5	O
rādītāji	n	rādītājs	n_mpn1	O
būs	v	būt	vcnifii30an	O
gana	r	gana	r0q	O
iepriecinoši	r	iepriecināoši	r__	O
,	z	,	zc	O
lai	c	lai	css	O
valsts	n	valsts	ncfsg6	O
varētu	v	varēt	vonc0t300an	O
izvēlēties	v	izvēlēties	vmyn0i3000n	O
pārdošanai	n	pārdošana	n_fsd_	O
visoptimālāko	a	optimāls	armsays	O
brīdi	n	brīdis	ncmsa2	O
.	z	.	zs	O

Ņemot	v	ņemt	vmnpu000000	O
vērā	r	vērā	r0_	O
,	z	,	zc	O
ka	c	ka	css	O
atbilstoši	r	atbilstoši	r0m	O
konsultantu	n	konsultants	ncmpg1	profession
ieteikumam	n	ieteikums	ncmsd1	O
un	c	un	ccs	O
valdības	n	valdība	ncfsg4	O
lēmumam	n	lēmums	ncmsd1	O
aktīvs	n	aktīvs	ncmsn1	O
„	z	„	zq	O
Citadeles	n	citadele	ncfsg5	organization
”	z	”	zq	O
pārdošanas	n	pārdošana	n_fsg_	O
process	n	process	ncmsn1	O
patlaban	r	patlaban	r0t	O
nenotiek	v	nenotikt	vmnipi130ay	O
,	z	,	zc	O
PA	s	pa	sppdy	organization
arī	q	arī	qs	O
neveic	v	neveikt	vmnipt130ay	O
investoru	n	investors	n_mpg1	O
aptauju	n	aptauja	ncfsa4	O
vai	c	vai	css	O
neveic	v	neveikt	vmnipt130ay	O
aktīvas	a	aktīva	affpnnp	O
sarunas	n	saruna	ncfpa4	O
ar	s	ar	sppdn	O
investoriem	n	investors	n_mpd1	O
.	z	.	zs	O

Protams	v	prast	vmnpdmsnppn	O
,	z	,	zc	O
atsevišķi	a	atsevišķs	armpnnp	O
investīciju	n	investīcija	n_fpg4	O
baņķieri	n	baņķieris	ncmpn2	O
epizodiski	r	epizodiski	r__	O
interesējas	v	interesēties	vmyipi230an	O
par	s	par	sppdn	O
„	z	„	zq	O
Citadele	n	citadele	ncfsn5	organization
”	z	”	zq	O
aktīviem	n	aktīvs	ncmpd1	O
,	z	,	zc	O
tomēr	c	tomēr	ccs	O
šie	p	šis	pd3mpn_	O
piedāvājumi	n	piedāvājums	ncmpn1	O
ir	v	būt	vcnipii30an	O
vairāk	r	daudz	rcq	O
intereses	n	interese	ncfpn5	O
,	z	,	zc	O
nevis	c	nevis	ccs	O
konkrētu	a	konkrēts	afmpgnp	O
piedāvājumu	n	piedāvājums	ncmpg1	O
līmenī	n	līmenis	ncmsl2	O
.	z	.	zs	O

Savukārt	r	savukārt	r0_	O
cik	r	cik	r0q	O
tālu	r	tālu	r0p	O
esat	v	būt	vcnipii2pan	O
tikuši	v	tikt	vtnpdmpnasn	O
ar	s	ar	sppdn	O
LMT	y	LMT	y	organization
un	c	un	ccs	O
„	z	„	zq	O
Lattelecom	i	Lattelecom	i_	organization
”	z	”	zq	O
pārdošanu	n	pārdošana	n_fsa_	O
?	z	?	zs	O

Sarunas	n	saruna	ncfpa4	O
ar	s	ar	sppdn	O
otru	m	otrs	mcsmsa_	O
akcionāru	n	akcionārs	ncmsa1	O
„	z	„	zq	O
TeliaSonera	n	teliasonera	n_fsn4	organization
”	z	”	zq	O
notiek	v	notikt	vmnipi130an	O
nepārtraukti	v	nepārtraukt	vmnpdmpnpsn	O
,	z	,	zc	O
kā	r	kā	r0m	O
viens	m	viens	mcsmsnv	O
no	s	no	sppdy	O
piemēriem	n	piemērs	ncmpd1	O
ir	v	būt	vcnipii30an	O
nesenā	a	nesena	arfsnyp	O
akcionāru	n	akcionārs	ncmpg1	O
vienošanās	n	vienošanās	n_fsnr	O
par	s	par	sppdn	O
padomes	n	padome	ncfsg5	O
locekļu	n	loceklis	ncmpg2	O
skaita	n	skaits	ncmsg1	O
samazināšanu	n	samazināšana	n_fsa_	O
,	z	,	zc	O
bet	c	bet	ccs	O
attiecīgais	a	attiecīgs	armsnyp	O
lēmums	n	lēmums	ncmsn1	O
par	s	par	sppdn	O
šo	p	šis	pd3msa_	O
uzņēmumu	n	uzņēmums	ncmpg1	O
privatizāciju	n	privatizācija	n_fsa4	O
būs	v	būt	vcnifii30an	O
jāpieņem	v	pieņemt	vmnd0t100an	O
valdībai	n	valdība	ncfsd4	O
.	z	.	zs	O

Grūti	r	grūti	r__	O
prognozēt	v	prognozēt	vmnn0t2000n	O
,	z	,	zc	O
vai	c	vai	css	O
privatizācija	n	privatizācija	n_fsn4	O
varētu	v	varēt	vonc0t300an	O
notikt	v	notikt	vmnn0i1000n	O
šogad	r	šogad	r0t	O
,	z	,	zc	O
jo	c	jo	css	O
tas	p	tas	pd3msn_	O
nav	v	nebūt	vcnipii30ay	O
atkarīgs	a	atkarīgs	afmsnnp	O
vienīgi	q	vienīgi	qs	O
no	s	no	sppdy	O
PA	s	pa	sppdy	organization
darbībām	n	darbība	ncfpd4	O
un	c	un	ccs	O
lēmumiem	n	lēmums	ncmpd1	O
.	z	.	zs	O

Realizējot	v	realizēt	vmnpu000000	O
PA	s	pa	sppdy	organization
darbības	n	darbība	ncfsg4	O
izbeigšanas	n	izbeigšana	n_fsg_	O
stratēģiju	n	stratēģija	ncfsa4	O
,	z	,	zc	O
PA	s	pa	sppdy	organization
vairs	r	vairs	r0t	O
nepastāvēs	v	nepastāvēt	vmnift330ay	O
.	z	.	zs	O

Varbūt	q	varbūt	qs	O
tomēr	q	tomēr	qs	O
ir	v	būt	vcnipii30an	O
apsvērta	v	apsvērt	vmnpdfsnpsn	O
iespēja	n	iespēja	ncfsn4	O
uz	s	uz	sppdy	O
PA	s	pa	sppdy	organization
bāzes	n	bāze	ncfsg5	O
radīt	v	radīt	vmnn0t3000n	O
jaunu	a	jauna	affsanp	O
iestādi	n	iestāde	ncfsa5	O
?	z	?	zs	O

Ir	v	būt	vcnipii30an	O
dažādi	a	dažāds	armpnnp	O
scenāriji	n	scenārijs	ncmpn1	O
,	z	,	zc	O
bet	c	bet	ccs	O
patlaban	r	patlaban	r0t	O
ir	v	būt	vcnipii30an	O
svarīgi	r	svarīgi	r__	O
koncentrēties	v	koncentrēties	v_yn0_2000n	O
uz	s	uz	sppdy	O
PA	s	pa	sppdy	organization
darbības	n	darbība	ncfsg4	O
izbeigšanas	n	izbeigšana	n_fsg_	O
stratēģijas	n	stratēģija	ncfsg4	O
pirmajiem	m	pirmais	mosmpdv	O
posmiem	n	posms	ncmpd1	O
,	z	,	zc	O
kuru	p	kurš	pq0msa_	O
laikā	n	laiks	ncmsl1	O
ir	v	būt	vcnipii30an	O
jāveic	v	veikt	vmnd0t100an	O
grozījumi	n	grozījums	ncmpn1	O
virknē	v	virknēt	vmnipt230an	O
normatīvo	a	normatīvs	armpgyp	O
aktu	n	akts	ncmsa1	O
,	z	,	zc	O
lai	c	lai	css	O
vispār	r	vispār	r0m	O
varētu	v	varēt	vonc0t300an	O
izdarīt	v	izdarīt	vmnn0t3000n	O
tos	p	tas	pd3mpa_	O
darbus	n	darbs	ncmpa1	O
,	z	,	zc	O
kas	p	kas	pq000n_	O
PA	s	pa	sppdy	organization
jāpaveic	v	paveikt	vmnd0t100an	O
līdz	s	līdz	sppdy	O
2014.	x	2014.	xo	time
gada	n	gads	ncmsg1	time
beigām	n	beigas	ncfdd4	O
.	z	.	zs	O

Tiesa	n	tiesa	ncfsn4	O
,	z	,	zc	O
PA	s	pa	sppdy	organization
patlaban	r	patlaban	r0t	O
apsver	v	apsvērt	vmnipt130an	O
iespēju	n	iespēja	ncfsa4	O
iesaistīties	v	iesaistīties	v_yn0_3000n	O
Valsts	n	valsts	ncfsg6	organization
sociālās	a	sociāla	arfsgyp	organization
apdrošināšanas	n	apdrošināšana	n_fsg_	organization
aģentūras	n	aģentūra	ncfpn4	organization
(	z	(	zb	O
VSAA	y	VSAA	y	organization
)	z	)	zb	O
turējumā	n	turējums	n_msl1	O
esošo	v	est	v_npdfsaapy	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
pārdošanas	n	pārdošana	n_fsg_	O
procesā	n	process	ncmsl1	O
jau	q	jau	qs	O
2013.	x	2013.	xo	time
gadā	n	gads	ncmsl1	time
.	z	.	zs	O

VSAA	n	vsaa	n_fsn4	organization
ir	v	būt	vcnipii30an	O
valsts	n	valsts	ncfsg6	O
pensiju	n	pensija	ncfsa4	O
speciālā	a	speciāls	armsgyp	O
budžeta	n	budžets	ncmsg1	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
turētājs	n	turētājs	n_msn1	O
vairāk	r	daudz	rcq	O
nekā	c	nekā	css	O
60	x	60	xn	O
kapitālsabiedrībās	n	kapitālsabiedrība	n_fpl4	O
.	z	.	zs	O

Ja	c	ja	css	O
šī	p	šī	pd3fsn_	O
iecere	n	iecere	ncfsn5	O
izdosies	v	izdoties	vmyifti30an	O
,	z	,	zc	O
tas	p	tas	pd3msn_	O
varētu	v	varēt	vonc0t300an	O
ietekmēt	v	ietekmēt	vmnn0t2000n	O
arī	q	arī	qs	O
PA	s	pa	sppdy	organization
darbības	n	darbība	ncfsg4	O
izbeigšanas	n	izbeigšana	n_fsg_	O
stratēģiju	n	stratēģija	ncfsa4	O
.	z	.	zs	O

Latvija	n	Latvija	npfsn4	location
kopumā	n	kopums	ncmsl1	O
varētu	v	varēt	vonc0t300an	O
virzīties	v	virzīties	v_yn0_3000n	O
uz	s	uz	sppdy	O
tādu	p	tāds	pd0mpg_	O
modeli	n	modelis	ncmsa2	O
,	z	,	zc	O
kāds	p	kāds	pi0msn_	O
ir	v	būt	vcnipii30an	O
Somijā	n	Somija	npfsl4	location
,	z	,	zc	O
kur	r	kur	r0p	O
kapitāldaļu	n	kapitāldaļa	n_fsa4	O
pārvaldības	n	pārvaldība	n_fsg4	O
struktūrā	n	struktūra	ncfsl4	O
ietilpst	v	ietilpt	vmnipi130an	O
ne_tikai	c	ne_tikai	ccd	O
valsts	n	valsts	ncfsg6	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
pārvaldības	n	pārvaldība	n_fsg4	O
reformas	n	reforma	ncfsg4	O
ietvaros	n	ietvars	ncmpl1	O
izveidotā	v	izveidot	vmnpdfsnpsy	O
Centrālās	a	centrāla	arfsgyp	organization
pārvaldības	n	pārvaldība	n_fsg4	organization
institūcija	n	institūcija	n_fsn4	organization
,	z	,	zc	O
bet_arī	c	bet_arī	ccd	O
valsts	n	valsts	ncfsg6	O
īpašumu	n	īpašums	ncmpg1	O
fonds	n	fonds	ncmsn1	O
,	z	,	zc	O
kas	p	kas	pq000n_	O
pārvaldītu	v	pārvaldīt	v_nc0_300an	O
valsts	n	valsts	ncfsg6	O
kapitāla	n	kapitāls	ncmsg1	O
daļas	n	daļa	ncfsg4	O
atsevišķos	a	atsevišķs	armplnp	O
stratēģiski	r	stratēģiski	r__	O
svarīgos	a	svarīgs	afmplnp	O
uzņēmumos	n	uzņēmums	ncmpl1	O
.	z	.	zs	O

Šo	p	šī	pd3fsa_	O
ideju	n	ideja	ncfsa4	O
PA	s	pa	sppdy	organization
vēlas	v	vēlēties	voyipt330an	O
apspriest	v	apspriest	vmnn0t1000n	O
gan	c	gan	ccr	O
ar	s	ar	sppdn	O
sabiedrību	n	sabiedrība	ncfsa4	O
,	z	,	zc	O
gan	c	gan	ccr	O
EM	y	EM	y	organization
.	z	.	zs	O

Tā	p	tā	pd3fsn_	O
ir	v	būt	vcnipii30an	O
tikai	q	tikai	qs	O
ideja	n	ideja	ncfsn4	O
,	z	,	zc	O
bet	c	bet	ccs	O
Somijā	n	Somija	npfsl4	location
šāds	p	šāds	pd0msn_	O
modelis	n	modelis	ncmsn2	O
darbojas	v	darboties	vmyipi230an	O
veiksmīgi	r	veiksmīgi	r__	O
.	z	.	zs	O

Vai	q	vai	qs	O
tas	p	tas	pd3msn_	O
nozīmē	v	nozīmēt	vmnipt230an	O
,	z	,	zc	O
ka	c	ka	css	O
šī	p	šī	pd3fsn_	O
jaunā	a	jauna	affsnyp	O
institūcija	n	institūcija	n_fsn4	O
varētu	v	varēt	vonc0t300an	O
pārņemt	v	pārņemt	vmnn0t1000n	O
savā	p	savs	ps0msl_	O
valdījumā	n	valdījums	ncmsl1	O
arī	q	arī	qs	O
stratēģiski	r	stratēģiski	r__	O
svarīgos	a	svarīgs	afmpayp	O
neprivatizējamos	v	neprivatizēt	v_npdmpappy	O
valsts	n	valsts	ncfsg6	O
īpašumus	n	īpašums	ncmpa1	O
-	z	-	zd	O
AS	y	AS	y	O
"	z	"	zq	O
Latvenergo	n	Latvenergo	n_____	organization
"	z	"	zq	O
,	z	,	zc	O
VAS	a	vas	a_msnn_	O
"	z	"	zq	O
Latvijas	n	Latvija	npfsg4	organization
Pasts	n	pasts	ncmsn1	organization
"	z	"	zq	O
,	z	,	zc	O
VAS	a	vas	a_msnn_	O
"	z	"	zq	O
Starptautiskā	a	starptautiska	arfsnyp	organization
lidosta	n	lidosta	ncfsn4	organization
"	z	"	zq	organization
Rīga	n	Rīga	npfsn4	organization
"	z	"	zq	organization
"	z	"	zq	O
,	z	,	zc	O
VAS	a	vas	a_msnn_	O
"	z	"	zq	O
Latvijas	n	Latvija	npfsg4	organization
dzelzceļš	n	dzelzceļš	ncmsn1	organization
"	z	"	zq	O
,	z	,	zc	O
VAS	a	vas	a_msnn_	O
"	z	"	zq	O
Latvijas	n	Latvija	npfsg4	organization
gaisa	n	gaiss	ncmsg1	organization
satiksme	n	satiksme	ncfsn5	organization
"	z	"	zq	O
un	c	un	ccs	O
VAS	a	vas	a_msnn_	O
"	z	"	zq	O
Latvijas	n	Latvija	npfsg4	organization
Valsts	n	valsts	ncfsg6	organization
meži	n	mežs	ncmpn1	organization
"	z	"	zq	O
?	z	?	zs	O

Kuru	p	kurš	pq0msa_	O
uzņēmumu	n	uzņēmums	ncmsa1	O
kapitāldaļas	n	kapitāldaļa	n_fpn4	O
vēl	r	vēl	r0t	O
varētu	v	varēt	vonc0t300an	O
pārvaldīt	v	pārvaldīt	v_nn0_3000n	O
šī	p	šī	pd3fsn_	O
institūcija	n	institūcija	n_fsn4	O
?	z	?	zs	O

Nē	q	nē	qs	O
,	z	,	zc	O
nenozīmē	v	nenozīmēt	vmnm0t22say	O
,	z	,	zc	O
jo	c	jo	css	O
Somijā	n	Somija	npfsl4	location
šāds	p	šāds	pd0msn_	O
fonds	n	fonds	ncmsn1	O
pārvalda	v	pārvaldīt	v_nip_330an	O
uzņēmumu	n	uzņēmums	ncmpg1	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
mazākuma	n	mazākums	ncmsg1	O
paketes	n	pakete	ncfsg5	O
(	z	(	zb	O
10	x	10	xn	O
-	z	-	zd	O
40	x	40	xn	O
%	x	%	xx	O
)	z	)	zb	O
un	c	un	ccs	O
tas	p	tas	pd3msn_	O
strādā	v	strādāt	vmnipt230an	O
kā	c	kā	css	O
aktīvu	n	aktīvs	ncmpg1	O
pārvaldīšanas	n	pārvaldīšana	n_fsg_	O
kompānija	n	kompānija	ncfsn4	O
.	z	.	zs	O

Somijas	n	Somija	npfsg4	location
piemērs	n	piemērs	ncmsn1	O
ir	v	būt	vcnipii30an	O
viens	m	viens	mcsmsnv	O
no	s	no	sppdy	O
iespējamiem	a	iespējams	armpdnp	O
risinājumiem	n	risinājums	ncmpd1	O
,	z	,	zc	O
kā	c	kā	css	O
Latvijai	n	Latvija	npfsd4	location
veidot	v	veidot	vmnn0t2000n	O
savām	p	sava	ps0fpd_	O
interesēm	n	interese	ncfpd5	O
atbilstošāko	a	atbilstoša	a_fsay_	O
valsts	n	valsts	ncfsg6	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
pārvaldības	n	pārvaldība	n_fsg4	O
modeli	n	modelis	ncmsa2	O
.	z	.	zs	O

Ņemot	v	ņemt	vmnpu000000	O
vērā	r	vērā	r0_	O
,	z	,	zc	O
ka	c	ka	css	O
valsts	n	valsts	ncfsg6	O
īpašumu	n	īpašums	ncmpg1	O
fonda	n	fonds	ncmsg1	O
ideja	n	ideja	ncfsn4	O
netiek	v	netikt	vtnipi130ay	O
apspriesta	v	apspriest	vmnpdfsnpsn	O
valsts	n	valsts	ncfsg6	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
pārvaldības	n	pārvaldība	n_fsg4	O
reformas	n	reforma	ncfsg4	O
kontekstā	n	konteksts	ncmsl1	O
,	z	,	zc	O
runāt	v	runāt	vmnn0t2000n	O
par	s	par	sppdn	O
konkrētu	a	konkrēts	afmpgnp	O
uzņēmumu	n	uzņēmums	ncmpg1	O
pārvaldību	n	pārvaldība	n_fsa4	O
ar	s	ar	sppdn	O
šāda	p	šāds	pd0msg_	O
fonda	n	fonds	ncmsg1	O
starpniecību	n	starpniecība	ncfsa4	O
nav	v	nebūt	vcnipii30ay	O
nekāda	p	nekāds	pi0msgy	O
pamata	n	pamats	ncmsg1	O
.	z	.	zs	O

Turklāt	c	turklāt	css	O
darbu	n	darbs	ncmsa1	O
turpina	v	turpināt	vpnipt330an	O
Pārresoru	n	pārresors	n_mpg1	organization
koordinācijas	n	koordinācija	ncfsg4	organization
centra	n	centrs	ncmsg1	organization
vadītā	v	vadīt	vmnpdfsnpsy	O
valsts	n	valsts	ncfsg6	organization
kapitālsabiedrību	n	kapitālsabiedrība	n_fsa4	organization
pārvaldības	n	pārvaldība	n_fsg4	organization
reformas	n	reforma	ncfsg4	organization
darba	n	darbs	ncmsg1	organization
grupa	n	grupa	ncfsn4	organization
,	z	,	zc	O
kuras	p	kura	pq0fsg_	O
kompetencē	n	kompetence	ncfsl5	O
ir	v	būt	vcnipii30an	O
izstrādāt	v	izstrādāt	vmnn0t2000n	O
rekomendācijas	n	rekomendācija	ncfsg4	O
attiecībā	n	attiecība	ncfsl4	O
uz	s	uz	sppdy	O
kapitālsabiedrību	n	kapitālsabiedrība	n_fsa4	O
turpmāko	a	turpms	a_msay_	O
statusu	n	statuss	ncmsa1	O
un	c	un	ccs	O
kapitāla	n	kapitāls	ncmsg1	O
daļu	n	daļa	ncfsa4	O
turētājiem	n	turētājs	n_mpd1	O
.	z	.	zs	O

Tātad	r	Tātad	r__	O
tā	r	tā	r0m	O
būtu	v	būt	vcnc0ii00an	O
iespēja	n	iespēja	ncfsn4	O
saglabāt	v	saglabāt	v_nn0t2000n	O
aģentūru	n	aģentūra	ncfsa4	O
citā	p	cita	pi0fsl_	O
formā	n	forma	ncfsl4	O
,	z	,	zc	O
piešķirot	v	piešķirt	vmnpu000000	O
tai	p	tā	pd3fsd_	O
citu	p	cits	pi0msa_	O
nosaukumu	n	nosaukums	ncmsa1	O
un	c	un	ccs	O
funkcijas	n	funkcija	ncfsg4	O
?	z	?	zs	O

Attiecībā	n	attiecība	ncfsl4	O
uz	s	uz	sppdy	O
PA	s	pa	sppdy	organization
juridisko	a	juridisks	armpgyp	O
formātu	n	formāts	ncmsa1	O
nevajadzētu	v	nevajadzēt	vmnc0t300ay	O
pārsteigties	v	pārsteigties	vmyn0i1000n	O
ar	s	ar	sppdn	O
secinājumiem	n	secinājums	ncmpd1	O
.	z	.	zs	O

Kas	p	kas	pq000n_	O
notiks	v	notikt	vmnifi130an	O
ar	s	ar	sppdn	O
PA	s	pa	sppdy	organization
pārvaldītajiem	v	pārvaldīt	v_npdmpdpsy	O
uzņēmumiem	n	uzņēmums	ncmpd1	O
,	z	,	zc	O
piemēram	n	piemērs	ncmsd1	O
,	z	,	zc	O
„	z	„	zq	O
Citadeli	n	citadele	ncfsa5	organization
”	z	”	zq	O
un	c	un	ccs	O
„	z	„	zq	O
Parex	i	Parex	i_	organization
”	z	”	zq	O
,	z	,	zc	O
ja	c	ja	css	O
tos	p	tas	pd3mpa_	O
neizdosies	v	neizdoties	vmyifti30ay	O
pārdot	v	pārdot	vmnn0ti000n	O
līdz	s	līdz	sppdy	O
PA	s	pa	sppdy	organization
likvidācijai	n	likvidācija	ncfsd4	O
?	z	?	zs	O

Būtu	v	būt	vcnc0ii00an	O
lietderīgi	r	lietderīgi	r__	O
pēc	s	pēc	sppdy	O
PA	s	pa	sppdy	organization
